epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,56320.4,1.7076,1.20314,0.00337,0.53679,0.41578,0.43907,0.23908,1.65441,1.52525,0.00426,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,57147.6,1.69082,1.19028,0.00336,0.53801,0.4176,0.43984,0.23945,1.65589,1.52195,0.00428,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,57989.3,1.70776,1.19075,0.0034,0.54501,0.41613,0.44092,0.23976,1.65573,1.52373,0.00427,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,58835.6,1.69106,1.17037,0.00335,0.54413,0.41577,0.44142,0.24014,1.65966,1.52307,0.00429,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,59674.1,1.54323,1.01245,0.0032,0.54642,0.4185,0.4419,0.24056,1.65999,1.52549,0.00431,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,60518,1.53343,0.99994,0.0032,0.55165,0.41591,0.44134,0.24066,1.66067,1.52594,0.00428,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,61367.7,1.52975,0.99111,0.00318,0.54322,0.42185,0.44133,0.24038,1.65855,1.53467,0.00426,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,62227.4,1.5325,0.97325,0.00318,0.53877,0.42695,0.44093,0.24055,1.66004,1.53905,0.00425,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,63068.2,1.5219,0.96301,0.00314,0.53703,0.42812,0.4403,0.24068,1.65908,1.54812,0.00425,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,63924.3,1.51196,0.94907,0.00312,0.53869,0.42811,0.44075,0.24099,1.66021,1.55166,0.00426,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
